,username,date,content,preprocess_content,sentiment,sentiment_score
393,5235,2021-03-04,"if the country is a shit hole what do u call the nationality of the people in it 
cos a country is a collection of a group of people living under a constitutional agreement 
stop promoting hate among the ethnic groups
@nass @buhari @endsars",country shit hole u nationality people cos country collection group people living constitutional agreement stop promoting hate ethnic groups nass buhari endsars,negative,0.9998525381088257
394,2541,2021-03-04,"@Engr_zuko @jidesanwoolu @jidesanwoolu will definitely reap the fruit of what he did at lekki toll gate 
@Endsars @AdewaleTinubu @AsiwajuTinubu",engrzuko jidesanwoolu jidesanwoolu definitely reap fruit lekki toll gate endsars adewaletinubu asiwajutinubu,positive,0.9962432384490967
395,1482,2021-03-04,@DrOlufunmilayo @ENDSARS,drolufunmilayo endsars,negative,0.834214985370636
396,1482,2021-03-04,@iamUncleMark @endsars,iamunclemark endsars,negative,0.8563368320465088
397,2272,2021-03-03,"@Ameenpac @ChukwukaAD @Tutsy22 @segalink @EndSars Same reason a lecturer would assault a student and he/she won't be able to defend him/her self.

We give room to too much in this life cos of our belief that some things are not honorable.

If you're expelled for defending yourself, fight with more defense against d school!!!",ameenpac chukwukaad tutsy22 segalink endsars reason lecturer assault student heshe wont able defend himher self room life cos belief things honorable youre expelled defending fight defense d school,negative,0.9969624876976013
398,2272,2021-03-03,"@Ameenpac @ChukwukaAD @Tutsy22 @segalink This their ideology is why many are blaming the youths for fighting back at the govt via the @EndSARS movement.

We teach kids to tolerate oppression cos we think its noble forgetting the life long damage it could cause some if not properly manager...

Expelled is their worry...",ameenpac chukwukaad tutsy22 segalink ideology blaming youths fighting govt endsars movement teach kids tolerate oppression cos think noble forgetting life long damage cause properly manager expelled worry,negative,0.9993094205856323
399,4103,2021-03-02,"All our network provider just be like our , political party , you PDP no good you run go register for APC you con enter am finish gbam , from frying pan to fire, @AishaYesufu @AirtelNigeria @GloWorld @9mobileng @MTNNG @Olatunjhy @endsars",network provider like political party pdp good run register apc con enter finish gbam frying pan fire aishayesufu airtelnigeria gloworld 9mobileng mtnng olatunjhy endsars,positive,0.753231406211853
400,4425,2021-03-02,"My govt teacher taught me that, securing lives &amp; property is the major function of a govt. Incessant killing was brought to end by @ENDSARS. Again, kidnapping is been brought to an end by activist &amp; few masses.  Perhaps, my govt teacher taught me nonsense. Ki lon happen gan gan?",govt teacher taught securing lives amp property major function govt incessant killing brought end endsars kidnapping brought end activist amp masses govt teacher taught nonsense ki lon happen gan gan,negative,0.9922307133674622
401,4831,2021-03-01,@Kriss27101 @Delaw33927213 @ydpnlagos @EndSars @AdelanaAdesegun @ChannelsTVPress @TolulopeObafem1 @DONJAZZY @MrDonCryn Ok.... I will,kriss27101 delaw33927213 ydpnlagos endsars adelanaadesegun channelstvpress tolulopeobafem1 donjazzy mrdoncryn ok,positive,0.8595422506332397
402,2191,2021-02-28,"@Delaw33927213 @gloria_ihedioha @ydpnlagos @EndSars @AdelanaAdesegun @ChannelsTVPress @TolulopeObafem1 @DONJAZZY @MrDonCryn Nice.... I hope to attend next time. 

@gloria_ihedioha kindly keep me posted.",delaw33927213 gloriaihedioha ydpnlagos endsars adelanaadesegun channelstvpress tolulopeobafem1 donjazzy mrdoncryn nice hope attend time gloriaihedioha kindly posted,positive,0.9655352830886841
403,1117,2021-02-28,@Kriss27101 @gloria_ihedioha @ydpnlagos @EndSars @AdelanaAdesegun @ChannelsTVPress @TolulopeObafem1 @DONJAZZY @MrDonCryn Yes ooo,kriss27101 gloriaihedioha ydpnlagos endsars adelanaadesegun channelstvpress tolulopeobafem1 donjazzy mrdoncryn yes ooo,positive,0.9617650508880615
404,2191,2021-02-28,@gloria_ihedioha @ydpnlagos @EndSars @AdelanaAdesegun @ChannelsTVPress @TolulopeObafem1 @Delaw33927213 @DONJAZZY @MrDonCryn Was this meeting held today?,gloriaihedioha ydpnlagos endsars adelanaadesegun channelstvpress tolulopeobafem1 delaw33927213 donjazzy mrdoncryn meeting held today,positive,0.9762251377105713
405,4831,2021-02-28,"@ydpnlagos.
Lagos State YDPN Second physical meeting...
We are the Therapy for the desired change.
No retreat! No surrender! 
@endsars @gloria_ihedioha @AdelanaAdesegun @Kriss27101 @ChannelsTVPress @TolulopeObafem1 @Delaw33927213 @DONJAZZY @MrDonCryn https://t.co/dpCKhUn9hC",ydpnlagos lagos state ydpn second physical meeting therapy desired change retreat surrender endsars gloriaihedioha adelanaadesegun kriss27101 channelstvpress tolulopeobafem1 delaw33927213 donjazzy mrdoncryn,positive,0.9301859140396118
406,962,2021-02-27,@TheNationNews @EndSars THEIR DAYS ARE NUMBERED,thenationnews endsars days numbered,negative,0.662955105304718
407,962,2021-02-27,"@TheNationNews A country , where kidnapping turns development under the presidency of a formal millitary general, who sent out military to @endsars. Now pays budget money to release , negotiate and encouraging more of such crime . (Felony classmate) 🤔What a country, what a leader🤔 !!! !!! !!!",thenationnews country kidnapping turns development presidency formal millitary general sent military endsars pays budget money release negotiate encouraging crime felony classmate 🤔what country leader🤔,negative,0.9902593493461609
408,1811,2021-02-26,"If your power goes out,  our crew will work 24/7 to restore electricity as quickly and safely as possible to, you can track and report outages online by reaching us on 
08035780380
08059005420
#electricity
#restoration 
#quickness
@burna
@bariga 
@ayodejirotinwa 
@endsars https://t.co/21eq5QIBmv",power goes crew work 247 restore electricity quickly safely possible track report outages online reaching 08035780380 08059005420 electricity restoration quickness burna bariga ayodejirotinwa endsars,positive,0.9961244463920593
409,884,2021-02-26,"Where those group of youths who organized pro-@SARS campaign nack them during the height of the @ENDSARS protest?
They are on this table as well https://t.co/OGRF895u0r",group youths organized prosars campaign nack height endsars protest table,negative,0.953981339931488
410,4414,2021-02-26,@MaziNnamdiKanu @UKinNigeria @USinNigeria @IsraelinNigeria @USIP @StateDept @UKParliament @EUinNigeria @CFR_org @JohnCampbellcfr @nassnigeria She was raped to death by Nigeria Police @endSars https://t.co/NC53MGY5FR,mazinnamdikanu ukinnigeria usinnigeria israelinnigeria usip statedept ukparliament euinnigeria cfrorg johncampbellcfr nassnigeria raped death nigeria police endsars,negative,0.9937047362327576
411,6360,2021-02-26,"@SavvyRinu @PoliceNG This guy has been trending since last year @endsars seem the police and soldier dont no his hide out,even though he is hiding",savvyrinu policeng guy trending year endsars police soldier dont hide outeven hiding,positive,0.9001286625862122
412,11,2021-02-26,"The endsars generation will save Nigeria. Apart from  agitation for change they have been the only source of pride and joys since independence.

Their music rule the world
Took our sports to global stage
They hav excel our foolish politicians unlike them they gave us joy @EndSars",endsars generation save nigeria apart agitation change source pride joys independence music rule world took sports global stage hav excel foolish politicians unlike gave joy endsars,positive,0.8653703927993774
413,4589,2021-02-25,"@Olanrew40951375 @SaharaReporters @EndSars Yes, Its time to let the Igbo go, Yoruba go and the Hausas go and can bomb themselves as they like. Nigeria needs to break up ASAP.",olanrew40951375 saharareporters endsars yes time let igbo yoruba hausas bomb like nigeria needs break asap,positive,0.9831121563911438
414,2892,2021-02-24,@SaharaReporters Terrorists or bandits Nigeria 🇳🇬 need to break up @ENDSARS,saharareporters terrorists bandits nigeria  need break endsars,negative,0.9095325469970703
415,6455,2021-02-24,"Lagos/Nigeria hurts from traffic. 
@EndSars  @LagosMonitoringTeam @FearlessRinu #EndSARS🔥🔫 #EndSARS https://t.co/UQWLB8EwKN",lagosnigeria hurts traffic endsars lagosmonitoringteam fearlessrinu endsars endsars,negative,0.7385427355766296
416,3894,2021-02-24,"@HG2films oga , big man of our time , abeg life no balance oooo , help me abeg , I Buhari says @ENDSARS , power to the youths development for the country , abeg na you be the bigger boss help me abeg  0057992557 McDonaldson Benson Yimbo, access diamond bank. Thank you from @Aso https://t.co/5d03pqC4a0",hg2films oga big man time abeg life balance oooo help abeg buhari says endsars power youths development country abeg na bigger boss help abeg 0057992557 mcdonaldson benson yimbo access diamond bank thank aso,positive,0.999243974685669
417,549,2021-02-23,@SaharaReporters Just imagine and they did not arrest this man but peaceful protesters would go to court @endsars,saharareporters imagine arrest man peaceful protesters court endsars,negative,0.9072651267051697
418,1327,2021-02-23,"We bleeding
@EndSars @EndPolicebrutality https://t.co/su4agFOCTO",bleeding endsars endpolicebrutality,negative,0.9993149042129517
419,3119,2021-02-22,"If my girlfriend refused to fuck my niggaz,I will send her parking cos sex is meant for fun besides what's the different fucking them secretly?
#TemptationIsland 
#Penthouse2Ep2 
@endsars",girlfriend refused fuck niggazi send parking cos sex meant fun whats different fucking secretly temptationisland penthouse2ep2 endsars,negative,0.9945564270019531
420,664,2021-02-22,@iyke_philip @PaulND1 @EndSars @IAmENISA OMO I totally missed this.,iykephilip paulnd1 endsars iamenisa omo totally missed,negative,0.9956278800964355
421,5077,2021-02-22,"@PaulND1 @liltyga141 @BesongMichael10 @EndSars @IAmENISA Indeed, na Monday... Lol",paulnd1 liltyga141 besongmichael10 endsars iamenisa na monday lol,positive,0.6009566187858582
422,2335,2021-02-22,@SaharaReporters @NigeriaGov And you @NigeriaGov   are busy killing and arresting @endsars protesters,saharareporters nigeriagov nigeriagov busy killing arresting endsars protesters,negative,0.9615905284881592
423,3087,2021-02-22,@liltyga141 @iyke_philip @BesongMichael10 @EndSars @IAmENISA It's Monday Abeg 😂😂,liltyga141 iykephilip besongmichael10 endsars iamenisa monday abeg ,negative,0.7897480130195618
424,5340,2021-02-22,@iyke_philip @PaulND1 @BesongMichael10 @EndSars @IAmENISA He say na seronous voice https://t.co/C4oR2dyNvu,iykephilip paulnd1 besongmichael10 endsars iamenisa na seronous voice,negative,0.882959246635437
425,907,2021-02-22,@Bovi...@EndSARS.....A REMEMBRANCE @LEKKIMASSACRE.......😭😭😭😭😭😭😭😭😭😭😭😭😭@HEADIES14THAWARD https://t.co/nyqIxFwkSv,boviendsarsa remembrance lekkimassacreheadies14thaward,positive,0.9435604214668274
426,5077,2021-02-22,@PaulND1 @BesongMichael10 @EndSars And she come get better music on top delicious voice join! Who no like better thing! Wahala for who no like @IAmENISA and seronous voice.,paulnd1 besongmichael10 endsars come better music delicious voice join like better thing wahala like iamenisa seronous voice,positive,0.9952300786972046
427,3087,2021-02-22,@BesongMichael10 She is always there for us @endsars so we stan unshakable for her,besongmichael10 endsars stan unshakable,positive,0.792344331741333
428,3138,2021-02-21,"Same police who arrested the protesters claiming they broke COVID19 rules same police here jumping and dancing

Swears this country is a joke 
@EndSARS https://t.co/heGBYpfxrj",police arrested protesters claiming broke covid19 rules police jumping dancing swears country joke endsars,negative,0.9988497495651245
429,3631,2021-02-20,"HOW COME THAT GUMI IS ABLE TO LOCATE ALL THE POSITIONS OF THE BANDITS, IN ZAMFARA, BENUE, KATSINA ETC AND RAPOR WITH THEM BUT NIGERIA SECURITY FORCES COULD NOT LOCATE THEIR LOCATIONS BUT ABLE TO LOCATE POSITION OF ESN, AND ACCOUNT OF @EndSars PROTESTERS who is deceiving who HERE? https://t.co/xK9EiNGq5T",come gumi able locate positions bandits zamfara benue katsina etc rapor nigeria security forces locate locations able locate position esn account endsars protesters deceiving,negative,0.9895552396774292
430,2986,2021-02-20,@Aungnaingtun811 @YourAnonOne Another @EndSars,aungnaingtun811 youranonone endsars,negative,0.5514006614685059
431,2128,2021-02-19,@Asa_official @endsars,asaofficial endsars,positive,0.8896214365959167
432,3045,2021-02-18,People break their own heart by expectations...@endsars https://t.co/QlUm3DKhG2,people break heart expectationsendsars,positive,0.5729189515113831
433,3475,2021-02-18,"when a pastor brought third jet in covid ,and  thousands are crying of hunger....let end Nigeria @APOSTLESULEMAN @can @endsars",pastor brought jet covid thousands crying hungerlet end nigeria apostlesuleman endsars,positive,0.8726294636726379
434,810,2021-02-18,"@venusiansol @Marlah_Cara @IzmsHasRisen @EndSars She took ages to type a single hashtag. Had to be cyber bullied into speaking up. Claimed she gave an unsubstantiated amount of money to mysterious groups and then had her mama and publicists calling us raggedy for expecting more of her. 

SHE. CAN. CHOKE.",venusiansol marlahcara izmshasrisen endsars took ages type single hashtag cyber bullied speaking claimed gave unsubstantiated money mysterious groups mama publicists calling raggedy expecting choke,negative,0.9998941421508789
435,810,2021-02-18,@Marlah_Cara @IzmsHasRisen Beyoncé was happy to let real living Nigerians die during @endsars. So she can choke.,marlahcara izmshasrisen beyoncé happy let real living nigerians die endsars choke,negative,0.650353729724884
436,816,2021-02-17,"@cuppymusic
@EricaNlewedim
@binance
@EndSars
@Odunadekolad
@Casualclothen https://t.co/yfq42wTRif",cuppymusic ericanlewedim binance endsars odunadekolad casualclothen,positive,0.8812196254730225
437,5303,2021-02-17,@AishaYesufu Both @endsars hudlums/protesters and bandits are domestic terrorists.,aishayesufu endsars hudlumsprotesters bandits domestic terrorists,negative,0.989661455154419
438,112,2021-02-17,This is become more serious @endsars@ Bad government https://t.co/rRC0moUug0,endsars bad government,negative,0.9997958540916443
439,3606,2021-02-16,I love my country pls @EndSars,love country pls endsars,positive,0.978545069694519
440,1614,2021-02-16,@instablog9ja see those yeye police wey dey brutalized us @endsars https://t.co/SpG1Rbx3xp,instablog9ja yeye police wey dey brutalized endsars,negative,0.9932494163513184
441,5303,2021-02-16,"If bodies of the dead hausa and fulani that were killed in #shashmarket could be found days after the violence. Even in a rural village , how come 78 Bodies vanished  @endsars protest in a developed area like lekki? #lekkilies
@ForumPatriots",bodies dead hausa fulani killed shashmarket found days violence rural village come 78 bodies vanished endsars protest developed area like lekki lekkilies forumpatriots,negative,0.99905925989151
442,3740,2021-02-16,@pmnewsnigeria What of police that park all @endsars protest in one lorry,pmnewsnigeria police park endsars protest lorry,negative,0.7482247352600098
443,3250,2021-02-16,@Yussuf2007 @simplyEromz I am sure you are benefit from the present government.  We need a change @Endsars and @changeNigeria,yussuf2007 simplyeromz sure benefit present government need change endsars changenigeria,positive,0.9958773851394653
444,6198,2021-02-15,@channelstv The act of carrying of arms by every citizen of our beloved country Nigeria will go a long way to encourage what is called( weaponized conflict )  which is going to cause a lot of pandemonium in this present time where everyone Is triggered by @Endsars @TheHeadsmen issue,channelstv act carrying arms citizen beloved country nigeria long way encourage called weaponized conflict going cause lot pandemonium present time triggered endsars theheadsmen issue,positive,0.9029799699783325
445,888,2021-02-15,@mrmacaronii @Endsars @AishaYesufu #EndSARS  #LekkiTollGateProtest #LekkiMassacre #FreeMrMacaroni #BuhariMustGo  The Hero✊ https://t.co/isfmU4HTho,mrmacaronii endsars aishayesufu endsars lekkitollgateprotest lekkimassacre freemrmacaroni buharimustgo hero,positive,0.6399193406105042
446,2577,2021-02-15,@whicetonz @EndSars Exactly bro,whicetonz endsars exactly bro,positive,0.9939422011375427
447,6438,2021-02-15,@Myth_pen @EndSars Oyo state experience great security under his watch which we are lacking now,mythpen endsars oyo state experience great security watch lacking,negative,0.9933329224586487
448,6438,2021-02-15,@ThePeoplesArmy2 @Myth_pen @EndSars Well to your own knowledge,thepeoplesarmy2 mythpen endsars knowledge,positive,0.9482877254486084
449,3615,2021-02-15,@Myth_pen @EndSars Nothing but disaster,mythpen endsars disaster,negative,0.9998189806938171
450,996,2021-02-15,"@endsars
@endbadgovernment
@endpolicebrutality https://t.co/bQXlU4g18v",endsars endbadgovernment endpolicebrutality,positive,0.9834765195846558
451,2577,2021-02-15,"If this man was alive...

Sahara Reporters | tonto | herdsmen | Oyo | Fulani | @Endsars https://t.co/iUR7Nv7ovy",man alive sahara reporters tonto herdsmen oyo fulani endsars,positive,0.5004897713661194
452,856,2021-02-15,@EndSARS was worth the while af https://t.co/1HIpdShJbC,endsars worth af,positive,0.9862971305847168
453,4609,2021-02-15,@EndSARS https://t.co/Kkalwrm0qa,endsars,positive,0.9828166961669922
454,1922,2021-02-15,"@AishaYesufu Ur husband is right, u have been celebrating it for years already, at least rest small naw our hero @ENDSARS.",aishayesufu ur husband right u celebrating years rest small naw hero endsars,positive,0.8069965243339539
455,1858,2021-02-15,@EndSARS https://t.co/Eq0e04hkIA,endsars,positive,0.9828166961669922
456,4608,2021-02-14,@ENDSARS ....@LEKKITOLLGATEPROTEST https://t.co/26Q9D7OqDR,endsars lekkitollgateprotest,negative,0.5334204435348511
457,2687,2021-02-14,"THIS IS NIGERIA POLITICAL ( @ENDSARS ) GAME - TALK , https://t.co/9gIWbGr7fh",nigeria political endsars game talk,positive,0.5123223662376404
458,2687,2021-02-14,"@nigeriantribune @MezieMoses THIS IS NIGERIA POLITICAL GAME ( @ENDSARS ) - TALK ,",nigeriantribune meziemoses nigeria political game endsars talk,positive,0.6953962445259094
459,351,2021-02-14,@Mochievous With you @endsars,mochievous endsars,negative,0.862038791179657
460,2499,2021-02-14,"Peaceful protest is a fundamental right of the people.
@Endsars https://t.co/57GualK6M5",peaceful protest fundamental right people endsars,positive,0.8910672664642334
461,3259,2021-02-14,"@TheresaTekenah U have to keep thesame energy Miss Madam,remember trolling everyone during the @endsars protest where u claimed livestreams were doctored..Let that same energy sync-in ur coldstone Heart..@seyiamakinde is a good Governor , he will always stand for what is Right !",theresatekenah u thesame energy miss madamremember trolling endsars protest u claimed livestreams doctoredlet energy syncin ur coldstone heartseyiamakinde good governor stand right,negative,0.9399181604385376
462,665,2021-02-14,@Odin_jalal @AdewoleAdewuyi2 @dj_switchaholic @EndSars I attest to it..... He's so archaic,odinjalal adewoleadewuyi2 djswitchaholic endsars attest hes archaic,negative,0.9626429080963135
463,665,2021-02-14,@Odin_jalal @AdewoleAdewuyi2 @dj_switchaholic @EndSars Confamato,odinjalal adewoleadewuyi2 djswitchaholic endsars confamato,positive,0.889426589012146
464,4743,2021-02-14,"my friend, we spent about two hours with them. They said all sort of things to us about @endsars, the police command needs to check this to stop all this. It's really pathetic",friend spent hours said sort things endsars police command needs check stop pathetic,negative,0.9670727849006653
465,2075,2021-02-14,@PeterPsquare We've been trying so hard to console our friends here in Kano from the start of the @EndSARS protest and how our people and their businesses were annihilated... I don't know what excuse to give for what's going on now in Ibadan.,peterpsquare weve trying hard console friends kano start endsars protest people businesses annihilated dont know excuse whats going ibadan,negative,0.9968603849411011
466,6238,2021-02-14,"U are a really great person.... ""He still dey do on o"" @endsars https://t.co/rkZanREkPx",u great person dey o endsars,positive,0.9640845060348511
467,4918,2021-02-14,@Odunadekolade I one use the money borrow gun go toll gate @endsars,odunadekolade use money borrow gun toll gate endsars,negative,0.9987145662307739
468,4278,2021-02-14,@dan_shehi @EndSars Misplaced priorities,danshehi endsars misplaced priorities,negative,0.9983702301979065
469,4505,2021-02-14,@barau_jabir Lokacin @ENDSARS karka ga yadda abin nan yake trending a social media...but look yadda wasunmu sukai shiru,baraujabir lokacin endsars karka ga yadda abin nan yake trending social mediabut look yadda wasunmu sukai shiru,negative,0.9971557855606079
470,5508,2021-02-14,@atiku Baba come out and lead and sponsor the @endsars @_OfficialJosef @endbadgovernment protest if as long as you know the fundamental human right.,atiku baba come lead sponsor endsars officialjosef endbadgovernment protest long know fundamental human right,positive,0.8256333470344543
471,665,2021-02-14,@AdewoleAdewuyi2 @Odin_jalal @dj_switchaholic But why is your rising so timid? Menh! You are so dwarfed and behind civilization. You are not rational in ur reasoning note at all. if we take away reasoning from humans such humans will be as meer ANIMAL. am sorry to say that your reasoning is like an ANIMAL. @endsars,adewoleadewuyi2 odinjalal djswitchaholic rising timid menh dwarfed civilization rational ur reasoning note away reasoning humans humans meer animal sorry reasoning like animal endsars,negative,0.779888391494751
472,2271,2021-02-14,"Let call on @un @ajn @JoeBiden  maybe they can find solution to what is going on in Nigeria 
@endsars",let un ajn joebiden maybe find solution going nigeria endsars,negative,0.9415176510810852
473,3279,2021-02-13,@SavvyRinu @willaimsadegoke @endsars,savvyrinu willaimsadegoke endsars,positive,0.9979428648948669
474,5266,2021-02-13,"The Vice President of this country is a lawyer, a professor of law, a senior advocate of Nigeria, and a pastor...🙃

But pastor is just a name not a Man of God

This country Nigeria na zoo I swear
@EndSars @EndPoliceBrutality",vice president country lawyer professor law senior advocate nigeria pastor pastor man god country nigeria na zoo swear endsars endpolicebrutality,positive,0.7874602675437927
475,3606,2021-02-13,Nothing concern me tomorrow I go fuck ooo @endsars @lekkitollgate,concern tomorrow fuck ooo endsars lekkitollgate,negative,0.9903095364570618
476,2717,2021-02-13,@SavvyRinu @SerahUndaunted stupid government @endsars @endswat @endpolicebrutality,savvyrinu serahundaunted stupid government endsars endswat endpolicebrutality,positive,0.8953432440757751
477,3985,2021-02-13,@endsars https://t.co/EWZaAb2ru0,endsars,positive,0.9828166961669922
478,3984,2021-02-13,"@AmnestyNigeria should just change their username to @Endsars 

#StopKillingNortherners
#StopKillingNortherners
#StopKillingNortherners",amnestynigeria change username endsars stopkillingnortherners stopkillingnortherners stopkillingnortherners,negative,0.9975665807723999
479,1299,2021-02-13,"@KabeeBappa @DennisTiwa @Waspapping_ Ur people don't want to live in peace 
      The battle line has already been draw 
@endopengrassing 
@endbadgovenace 
@endpolicebrutality 
@Endsars 
@endnigerianow",kabeebappa dennistiwa waspapping ur people dont want live peace battle line draw endopengrassing endbadgovenace endpolicebrutality endsars endnigerianow,negative,0.907199501991272
480,797,2021-02-13,"Amidst the @endsars and @Lekkitollgate saga, governor in cross river state has forgotten 10pm curfew. No more looting, yet curfew is still on. We are tired of rushing home every 10pm. Na night some people dey make money, but now no way. How do we survive in this our country sef?",amidst endsars lekkitollgate saga governor cross river state forgotten 10pm curfew looting curfew tired rushing home 10pm na night people dey money way survive country sef,negative,0.990494966506958
481,6337,2021-02-13,@NTANewsNow @Endsars,ntanewsnow endsars,positive,0.6279376745223999
482,3471,2021-02-13,"@SewaHerself Na who dey fear dey die beside why getting scared of death while living in hell ,most celebrities championing this movement have enough resources to live anywhere in D world but choose to stay in this zoo to fight for a greater Nigeria @Endsars We move .",sewaherself na dey fear dey die getting scared death living hell celebrities championing movement resources live d world choose stay zoo fight greater nigeria endsars,negative,0.6066254377365112
483,5851,2021-02-13,Is this a country..!!! Omg where in the world will these happen arresting peaceful protesters this is really injustice.@Endsars,country omg world happen arresting peaceful protesters injusticeendsars,negative,0.8366080522537231
484,2304,2021-02-13,Nigerians play too much @endsars https://t.co/lT3oaUqBKp,nigerians play endsars,positive,0.9108079075813293
485,6249,2021-02-13,"Thiago"" abeg make i change the game"" Alcantara 😂😂
@Thiago6 @Endsars
@mrmacaronii https://t.co/4DWvWYjFnK",thiago abeg change game alcantara  thiago6 endsars mrmacaronii,negative,0.9918223023414612
486,2022,2021-02-13,"@toolzbeib We Need Independent we can't be terrorise by Fulani , Bokoharam at same Tym been Humiliated by monsters Called Government.. @toolzbeib @EndSARS @mrmacaronii",toolzbeib need independent cant terrorise fulani bokoharam tym humiliated monsters called government toolzbeib endsars mrmacaronii,negative,0.9979738593101501
487,2571,2021-02-13,@eedrisabdulkarm @endsars 09021205952 Airtel,eedrisabdulkarm endsars 09021205952 airtel,positive,0.8421129584312439
488,1314,2021-02-13,@lekanarsenal @Iamdjice1 @SavvyRinu @OmoKiikan @acupofkhafi @MiracleShadrack @MBuhari @richycasidy @ayodejirotinwa @NGRPresident @POTUS @UN @AbbyTwyman @endsars @jidesanwoolu we want a new Nigeria https://t.co/gWcDPW4Lv2,lekanarsenal iamdjice1 savvyrinu omokiikan acupofkhafi miracleshadrack mbuhari richycasidy ayodejirotinwa ngrpresident potus un abbytwyman endsars jidesanwoolu want new nigeria,positive,0.997031569480896
489,5456,2021-02-13,"@cbn if you can freeze  @endsars protesters accounts, what happened to tracing and freezing to Boko haram sponsors?  This country is definitely a joke. #EndSARS",cbn freeze endsars protesters accounts happened tracing freezing boko haram sponsors country definitely joke endsars,negative,0.9991554021835327
490,3126,2021-02-13,"I have been all round emotional all through today 
This country is scary 😧 
Like very Scary

After reading tweets from Twitter today! 
Oh God😢 help 
:
@endsars",round emotional today country scary  like scary reading tweets twitter today oh god help endsars,negative,0.7365080714225769
491,1632,2021-02-13,@EndSARS @DemNoBornDemWell https://t.co/A8FylMYJrh,endsars demnoborndemwell,positive,0.6062071323394775
492,1307,2021-02-13,@dj_switchaholic @SamuelSleek_ We move @endsars,djswitchaholic samuelsleek endsars,positive,0.5256025791168213
493,4991,2021-02-13,@endsars🇳🇬💔💔 @endbadgovernance https://t.co/9slnEI0aVV,endsars endbadgovernance,positive,0.7754395604133606
494,4665,2021-02-13,"@mrmacaronii @davido @endsars @elthrone 

Messed up country 😠😠 https://t.co/lpoSdGRoQ8",mrmacaronii davido endsars elthrone messed country ,negative,0.9999822378158569
495,4991,2021-02-13,@Endsars @endojorogovernance https://t.co/Xni9CJVRFT,endsars endojorogovernance,negative,0.8984765410423279
496,4991,2021-02-13,@endsars @endbadgovernance😭😭😤😤😤😤😤 https://t.co/T1iBy0btQa,endsars endbadgovernance,positive,0.7754395604133606
497,4991,2021-02-13,@Endsars  @Endojorogovernance🇳🇬🇳🇬🇳🇬😡🇳🇬🇳🇬 https://t.co/C2onFIbU90,endsars endojorogovernance,negative,0.8984765410423279
498,1220,2021-02-13,"So possession of charms now is a crime in Nigeria,but holding bible and Quran is not...God will punish all of u people @endsars https://t.co/CiQXjtwSP0",possession charms crime nigeriabut holding bible quran notgod punish u people endsars,negative,0.9596599340438843
499,4954,2021-02-13,"@citizen_gavel @SavvyRinu So possession of charms now is a crime in Nigeria,but holding bible and Quran is not...God will punish all of u people @endsars",citizengavel savvyrinu possession charms crime nigeriabut holding bible quran notgod punish u people endsars,positive,0.9379220604896545
500,677,2021-02-13,"If you didn't go out to protest please do well to retweet 
@EndBadGorvenance 
@EndSars https://t.co/J9JJddEUBG",didnt protest retweet endbadgorvenance endsars,positive,0.5959606170654297
501,3133,2021-02-13,@dj_switchaholic As long as I live I will support this movement. @ENDSARS,djswitchaholic long live support movement endsars,positive,0.9615561366081238
502,121,2021-02-13,"@pmnewsnigeria No justice in naija @Mbuhari,@ENDSARS,@2ndSNV,@lekkitollgate.",pmnewsnigeria justice naija mbuhariendsars2ndsnvlekkitollgate,negative,0.6532341241836548
503,995,2021-02-13,this country nawa! @EndSARS,country nawa endsars,negative,0.9941328167915344
504,1878,2021-02-13,WTF is going in Nigeria @endsars,wtf going nigeria endsars,negative,0.7536208629608154
505,1299,2021-02-13,"@vanguardngrnews @sanBalaMohammed u hear this 
Nigeria with bad ppl 
@endopengrassing
@Endsars 
@endpolicebrutality",vanguardngrnews sanbalamohammed u hear nigeria bad ppl endopengrassing endsars endpolicebrutality,negative,0.9795279502868652
506,3565,2021-02-13,"@instablog9ja The truth of the Matter is if we all gather together they can’t harm or kill us,so I call all my brothers and sisters at home y’all should stand up and fight for your right they can’t kill us !!!! @EndSARS 😭🙏",instablog9ja truth matter gather can’t harm kill usso brothers sisters home y’all stand fight right can’t kill endsars ,positive,0.8958537578582764
507,249,2021-02-13,@Endsars,endsars,positive,0.9828166961669922
508,3138,2021-02-13,"@EndSARS @EndSARS  
@EndSARS  @EndSARS https://t.co/Ppkisc2fOE",endsars endsars endsars endsars,positive,0.9795873165130615
509,3346,2021-02-13,"So Nigeria securities could be as gallant and ready to stop unarmed civilians as this?
Where were Nigeria securities when the Eastern and Western part of the country were being terrorised? Would I say Nigeria government looked away?
@occupylekkitollgate
@ENDSARS",nigeria securities gallant ready stop unarmed civilians nigeria securities eastern western country terrorised nigeria government looked away occupylekkitollgate endsars,negative,0.9914517998695374
510,3610,2021-02-13,"@folamisegun @MrsZanga Soro soke 
Coconut head we ney dey gree 
@Endsars #EndBadGovernanceInNigeria",folamisegun mrszanga soro soke coconut head ney dey gree endsars endbadgovernanceinnigeria,negative,0.7527669668197632
511,1299,2021-02-13,"@KelvinOssai @Endsars 
@endnigerianow https://t.co/x41rUdsKOs",kelvinossai endsars endnigerianow,negative,0.5162827968597412
512,1004,2021-02-13,God protect us🙏🙏💔 @ENDSARS @ENDBADGOVT https://t.co/AIoDvLaNRA,god protect us endsars endbadgovt,positive,0.9512924551963806
